,7,10,19,27,30,35,116,117,123,125,127,128,129,132,133,138,139,140,141,143,144,145,146,149,150,155,156,159,164,165,166,169,170,171,173,174,175,178,196
7,0,2.7907,6.5353,9.6555,3.2049,1.8839,5.8591,0.8247,2.2734,21.9557,3.8729,7.1639,6.231,3.4429,7.5992,6.2684,3.3831,12.9171,9.4031,3.2834,1.6051,4.1974,5.0253,4.918,7.85,0.7992,7.7705,4.3946,3.6212,5.4081,3.3511,7.2933,2.2964,2.8232,10.6286,1.5486,4.4434,14.8172,13.3071
10,2.7907,0,5.0931,11.8905,5.846,3.897,7.6041,3.6122,0.5286,22.4185,6.4046,5.9541,8.3974,1.0094,5.6376,4.5194,6.0541,13.6748,11.7345,2.4721,4.3954,2.5378,7.3503,6.3984,5.1099,2.5069,6.3027,4.2371,2.6195,4.8268,6.141,4.9144,3.4542,2.6767,8.4154,4.217,2.1956,16.3236,10.8342
19,6.5353,5.0931,0,11.7374,9.5828,5.9487,7.2204,7.1701,5.3699,18.2709,8.1454,0.9569,8.6881,4.1226,1.6633,0.8588,8.3065,18.7627,11.8704,7.558,7.7373,2.5714,11.5445,11.2229,4.9469,5.7617,1.2462,9.3278,2.9176,1.9389,9.1885,2.7947,4.9088,7.746,11.5063,7.0675,6.6256,14.0636,7.7255
27,9.6555,11.8905,11.7374,0,8.9174,8.0233,4.5942,9.1157,11.5109,16.2135,5.8616,11.4881,3.4932,11.9366,13.4006,12.2337,6.5439,19.7701,0.6702,12.9269,8.556,11.3348,10.3322,12.3956,15.8659,9.5105,12.3403,13.7264,10.4594,9.8219,7.5729,14.217,8.495,12.3994,20.2242,8.154,13.9524,6.6611,19.3424
30,3.2049,5.846,9.5828,8.9174,0,3.8356,6.5301,2.446,5.3183,23.2348,3.4917,10.106,6.0786,6.6147,10.7582,9.404,2.7065,11.3554,8.4715,5.2197,1.8573,7.3733,2.1306,3.5009,10.9559,3.8828,10.7886,5.264,6.7197,8.1929,1.366,10.4981,4.8036,4.5336,12.6076,2.6196,6.9678,15.0213,16.5116
35,1.8839,3.897,5.9487,8.0233,3.8356,0,3.9972,1.8404,3.4918,20.1467,2.5975,6.3615,4.5385,4.1264,7.3146,5.9325,2.4719,14.559,7.8438,5.0845,2.0197,4.1491,5.942,6.4667,8.4657,1.5031,7.0988,6.2784,3.3163,4.394,3.2444,7.4129,1.0399,4.6841,12.2055,1.2166,5.9299,12.9483,13.3351
116,5.8591,7.6041,7.2204,4.5942,6.5301,3.9972,0,5.5894,7.2996,16.7057,3.0919,7.0812,1.5917,7.4987,8.8774,7.6661,3.8455,17.8752,4.6616,9.0787,5.3259,6.7635,8.5262,9.8618,11.282,5.4701,7.9434,10.236,5.901,5.2849,5.2714,9.6293,4.1509,8.6769,16.0193,4.6342,9.7632,8.9584,14.9112
117,0.8247,3.6122,7.1701,9.1157,2.446,1.8404,5.5894,0,3.0919,21.968,3.2653,7.7403,5.7641,4.2602,8.3134,6.9629,2.6869,12.7198,8.8232,3.8375,0.7847,4.9277,4.3832,4.6328,8.6737,1.4369,8.3901,4.6913,4.2839,5.896,2.529,8.0756,2.5814,3.2843,11.2863,0.9832,5.1775,14.5218,14.0898
123,2.2734,0.5286,5.3699,11.5109,5.3183,3.4918,7.2996,3.0919,0,22.4023,5.9508,6.1939,8.0207,1.4253,6.0287,4.8539,5.5718,13.4012,11.335,2.3107,3.876,2.7986,6.8446,5.9784,5.6378,2.0495,6.5988,4.0297,2.7138,4.917,5.6207,5.3846,3.1574,2.3837,8.7391,3.7275,2.4656,16.0969,11.3317
125,21.9557,22.4185,18.2709,16.2135,23.2348,20.1467,16.7057,21.968,22.4023,0,19.7803,17.3352,17.4256,21.727,19.1427,19.1272,20.5476,34.5625,16.8836,24.6617,21.8947,20.1886,25.2141,26.4936,22.9506,21.3032,17.5935,26.2093,19.8213,17.6701,21.9673,20.7293,19.7066,24.5031,29.7736,21.1181,24.4611,9.9732,21.7186
127,3.8729,6.4046,8.1454,5.8616,3.4917,2.5975,3.0919,3.2653,5.9508,19.7803,0,8.3653,2.648,6.7169,9.649,8.2824,0.7882,14.8439,5.5579,7.0981,2.7003,6.6756,5.4374,6.9308,11.0595,3.9023,9.1795,7.8732,5.8056,6.3471,2.1871,9.9182,3.475,6.548,14.5014,2.3305,8.2918,11.5944,15.7464
128,7.1639,5.9541,0.9569,11.4881,10.106,6.3615,7.0812,7.7403,6.1939,17.3352,8.3653,0,8.6124,5.0081,2.1559,1.7975,8.6103,19.5944,11.6729,8.4259,8.2492,3.4164,12.1228,11.9505,5.7727,6.3725,0.8623,10.1901,3.6085,2.0201,9.5999,3.5623,5.3346,8.5774,12.4385,7.5318,7.5624,13.3981,7.8559
129,6.231,8.3974,8.6881,3.4932,6.0786,4.5385,1.5917,5.7641,8.0207,17.4256,2.648,8.6124,0,8.4599,10.3302,9.0705,3.4231,17.3753,3.3837,9.5143,5.2999,7.9526,7.8776,9.5567,12.4915,6.0337,9.4741,10.4444,7.0641,6.75,4.7239,10.9733,5.0126,9.0224,16.7439,4.7832,10.468,8.9536,16.4066
132,3.4429,1.0094,4.1226,11.9366,6.6147,4.1264,7.4987,4.2602,1.4253,21.727,6.7169,5.0081,8.4599,0,4.6294,3.5187,6.4735,14.6661,11.8364,3.4395,5.0217,1.616,8.2376,7.3927,4.4352,2.9564,5.3164,5.211,1.9384,4.0618,6.7537,3.9671,3.4484,3.6835,8.6523,4.699,2.7342,16.0003,9.9403
133,7.5992,5.6376,1.6633,13.4006,10.7582,7.3146,8.8774,8.3134,6.0287,19.1427,9.649,2.1559,10.3302,4.6294,0,1.3821,9.7426,19.1965,13.531,7.981,8.9536,3.4042,12.6159,12.0059,3.8083,6.8769,1.5818,9.7348,4.0574,3.5925,10.5096,1.5935,6.2865,8.2991,10.7384,8.3553,6.6863,15.5541,6.1192
138,6.2684,4.5194,0.8588,12.2337,9.404,5.9325,7.6661,6.9629,4.8539,19.1272,8.2824,1.7975,9.0705,3.5187,1.3821,0,8.3632,18.1832,12.3276,6.9504,7.5882,2.1085,11.2931,10.7965,4.1322,5.5293,1.834,8.7212,2.6883,2.4349,9.1306,2.0568,4.905,7.1952,10.6485,6.9782,5.8877,14.8256,7.4671
139,3.3831,6.0541,8.3065,6.5439,2.7065,2.4719,3.8455,2.6869,5.5718,20.5476,0.7882,8.6103,3.4231,6.4735,9.7426,8.3632,0,14.0611,6.1986,6.5152,2.0326,6.621,4.6841,6.144,10.8792,3.5565,9.3975,7.186,5.7839,6.5936,1.4293,9.8848,3.4651,5.9336,13.9729,1.8489,7.8262,12.3751,15.795
140,12.9171,13.6748,18.7627,19.7701,11.3554,14.559,17.8752,12.7198,13.4012,34.5625,14.8439,19.5944,17.3753,14.6661,19.1965,18.1832,14.0611,0,19.2064,11.2351,12.693,16.1936,9.5179,8.1004,17.1277,13.676,19.9774,9.468,16.0439,18.1539,12.672,18.1202,15.2066,11.0187,13.1685,13.4915,12.6168,26.2222,23.2143
141,9.4031,11.7345,11.8704,0.6702,8.4715,7.8438,4.6616,8.8232,11.335,16.8836,5.5579,11.6729,3.3837,11.8364,13.531,12.3276,6.1986,19.2064,0,12.6537,8.2272,11.3219,9.8064,11.9269,15.8612,9.3108,12.531,13.3811,10.4371,9.9402,7.1452,14.2809,8.3881,12.105,20.012,7.8786,13.7556,7.3088,19.5268
143,3.2834,2.4721,7.558,12.9269,5.2197,5.0845,9.0787,3.8375,2.3107,24.6617,7.0981,8.4259,9.5143,3.4395,7.981,6.9504,6.5152,11.2351,12.6537,0,4.5045,5.0097,6.0629,4.4441,6.5992,3.617,8.7557,1.7716,5.0212,7.2273,6.038,7.0343,5.1155,0.6935,7.495,4.7763,1.9398,18.0137,12.6746
144,1.6051,4.3954,7.7373,8.556,1.8573,2.0197,5.3259,0.7847,3.876,21.8947,2.7003,8.2492,5.2999,5.0217,8.9536,7.5882,2.0326,12.693,8.2272,4.5045,0,5.5976,3.9304,4.6008,9.445,2.1245,8.9369,5.173,4.8999,6.3387,1.7459,8.7886,2.9524,3.9068,11.9878,0.8229,5.9336,14.1729,14.7982
145,4.1974,2.5378,2.5714,11.3348,7.3733,4.1491,6.7635,4.9277,2.7986,20.1886,6.6756,3.4164,7.9526,1.616,3.4042,2.1085,6.621,16.1936,11.3219,5.0097,5.5976,0,9.2117,8.6964,4.5395,3.492,3.8021,6.774,0.8939,2.5313,7.22,3.2644,3.2006,5.1755,9.9023,5.0624,4.3018,14.8484,9.2271
146,5.0253,7.3503,11.5445,10.3322,2.1306,5.942,8.5262,4.3832,6.8446,25.2141,5.4374,12.1228,7.8776,8.2376,12.6159,11.2931,4.6841,9.5179,9.8064,6.0629,3.9304,9.2117,0,2.5229,12.3778,5.7839,12.77,5.4496,8.6402,10.2528,3.2554,12.1976,6.8777,5.3872,12.9319,4.7267,7.9806,16.7076,18.1744
149,4.918,6.3984,11.2229,12.3956,3.5009,6.4667,9.8618,4.6328,5.9784,26.4936,6.9308,11.9505,9.5567,7.3927,12.0059,10.7965,6.144,8.1004,11.9269,4.4441,4.6008,8.6964,2.5229,0,11.0399,5.7075,12.4687,3.2949,8.3425,10.3009,4.8665,11.2897,7.1677,3.8863,10.609,5.3925,6.3565,18.5088,17.0811
150,7.85,5.1099,4.9469,15.8659,10.9559,8.4657,11.282,8.6737,5.6378,22.9506,11.0595,5.7727,12.4915,4.4352,3.8083,4.1322,10.8792,17.1277,15.8612,6.5992,9.445,4.5395,12.3778,11.0399,0,7.3909,5.3721,8.08,5.4277,6.4134,11.1836,2.2321,7.6334,7.168,7.0382,9.1307,4.7449,18.9373,6.1453
155,0.7992,2.5069,5.7617,9.5105,3.8828,1.5031,5.4701,1.4369,2.0495,21.3032,3.9023,6.3725,6.0337,2.9564,6.8769,5.5293,3.5565,13.676,9.3108,3.617,2.1245,3.492,5.7839,5.7075,7.3909,0,6.9916,4.9407,2.8581,4.6092,3.8192,6.6641,1.5967,3.278,10.7137,1.7454,4.4454,14.3967,12.6746
156,7.7705,6.3027,1.2462,12.3403,10.7886,7.0988,7.9434,8.3901,6.5988,17.5935,9.1795,0.8623,9.4741,5.3164,1.5818,1.834,9.3975,19.9774,12.531,8.7557,8.9369,3.8021,12.77,12.4687,5.3721,6.9916,0,10.5273,4.1586,2.8367,10.3431,3.1415,6.0626,8.9676,12.2257,8.2454,7.7196,14.0794,7.0021
159,4.3946,4.2371,9.3278,13.7264,5.264,6.2784,10.236,4.6913,4.0297,26.2093,7.8732,10.1901,10.4444,5.211,9.7348,8.7212,7.186,9.468,13.3811,1.7716,5.173,6.774,5.4496,3.2949,8.08,4.9407,10.5273,0,6.7398,8.931,6.377,8.7299,6.5251,1.714,7.4941,5.6741,3.3408,19.191,14.2151
164,3.6212,2.6195,2.9176,10.4594,6.7197,3.3163,5.901,4.2839,2.7138,19.8213,5.8056,3.6085,7.0641,1.9384,4.0574,2.6883,5.7839,16.0439,10.4371,5.0212,4.8999,0.8939,8.6402,8.3425,5.4277,2.8581,4.1586,6.7398,0,2.2112,6.4606,4.1139,2.3347,5.0662,10.534,4.3024,4.6569,14.139,10.0207
165,5.4081,4.8268,1.9389,9.8219,8.1929,4.394,5.2849,5.896,4.917,17.6701,6.3471,2.0201,6.75,4.0618,3.5925,2.4349,6.5936,18.1539,9.9402,7.2273,6.3387,2.5313,10.2528,10.3009,6.4134,4.6092,2.8367,8.931,2.2112,0,7.6141,4.4763,3.3902,7.2408,12.3868,5.5886,6.7937,12.5529,9.6588
166,3.3511,6.141,9.1885,7.5729,1.366,3.2444,5.2714,2.529,5.6207,21.9673,2.1871,9.5999,4.7239,6.7537,10.5096,9.1306,1.4293,12.672,7.1452,6.038,1.7459,7.22,3.2554,4.8665,11.1836,3.8192,10.3431,6.377,6.4606,7.6141,0,10.4536,4.2824,5.3869,13.5251,2.1598,7.6064,13.6586,16.4461
169,7.2933,4.9144,2.7947,14.217,10.4981,7.4129,9.6293,8.0756,5.3846,20.7293,9.9182,3.5623,10.9733,3.9671,1.5935,2.0568,9.8848,18.1202,14.2809,7.0343,8.7886,3.2644,12.1976,11.2897,2.2321,6.6641,3.1415,8.7299,4.1139,4.4763,10.4536,0,6.4484,7.453,9.1509,8.3045,5.5072,16.8563,6.0145
170,2.2964,3.4542,4.9088,8.495,4.8036,1.0399,4.1509,2.5814,3.1574,19.7066,3.475,5.3346,5.0126,3.4484,6.2865,4.905,3.4651,15.2066,8.3881,5.1155,2.9524,3.2006,6.8777,7.1677,7.6334,1.5967,6.0626,6.5251,2.3347,3.3902,4.2824,6.4484,0,4.8422,11.8688,2.2008,5.6157,12.9591,12.3304
171,2.8232,2.6767,7.746,12.3994,4.5336,4.6841,8.6769,3.2843,2.3837,24.5031,6.548,8.5774,9.0224,3.6835,8.2991,7.1952,5.9336,11.0187,12.105,0.6935,3.9068,5.1755,5.3872,3.8863,7.168,3.278,8.9676,1.714,5.0662,7.2408,5.3869,7.453,4.8422,0,8.1382,4.2493,2.5952,17.632,13.1951
173,10.6286,8.4154,11.5063,20.2242,12.6076,12.2055,16.0193,11.2863,8.7391,29.7736,14.5014,12.4385,16.7439,8.6523,10.7384,10.6485,13.9729,13.1685,20.012,7.495,11.9878,9.9023,12.9319,10.609,7.0382,10.7137,12.2257,7.4941,10.534,12.3868,13.5251,9.1509,11.8688,8.1382,0,12.1736,6.2782,24.6525,11.7237
174,1.5486,4.217,7.0675,8.154,2.6196,1.2166,4.6342,0.9832,3.7275,21.1181,2.3305,7.5318,4.7832,4.699,8.3553,6.9782,1.8489,13.4915,7.8786,4.7763,0.8229,5.0624,4.7267,5.3925,9.1307,1.7454,8.2454,5.6741,4.3024,5.5886,2.1598,8.3045,2.2008,4.2493,12.1736,0,5.988,13.5492,14.2894
175,4.4434,2.1956,6.6256,13.9524,6.9678,5.9299,9.7632,5.1775,2.4656,24.4611,8.2918,7.5624,10.468,2.7342,6.6863,5.8877,7.8262,12.6168,13.7556,1.9398,5.9336,4.3018,7.9806,6.3565,4.7449,4.4454,7.7196,3.3408,4.6569,6.7937,7.6064,5.5072,5.6157,2.5952,6.2782,5.988,0,18.5187,10.8747
178,14.8172,16.3236,14.0636,6.6611,15.0213,12.9483,8.9584,14.5218,16.0969,9.9732,11.5944,13.3981,8.9536,16.0003,15.5541,14.8256,12.3751,26.2222,7.3088,18.0137,14.1729,14.8484,16.7076,18.5088,18.9373,14.3967,14.0794,19.191,14.139,12.5529,13.6586,16.8563,12.9591,17.632,24.6525,13.5492,18.5187,0,20.5202
196,13.3071,10.8342,7.7255,19.3424,16.5116,13.3351,14.9112,14.0898,11.3317,21.7186,15.7464,7.8559,16.4066,9.9403,6.1192,7.4671,15.795,23.2143,19.5268,12.6746,14.7982,9.2271,18.1744,17.0811,6.1453,12.6746,7.0021,14.2151,10.0207,9.6588,16.4461,6.0145,12.3304,13.1951,11.7237,14.2894,10.8747,20.5202,0